energy
-0.7594550647165378
-0.8855749381357217
-0.9484583135803667
-0.9849953209508164
-1.0083046345502247
-1.0241888861406614
-1.0368369495010732
-1.0463917412549615
-1.053866015620175
-1.0598666577360645
-1.064808819362822
-1.0689236551415382
-1.0724287347708084
-1.0754362233739023
-1.0780438866579716
-1.08031957229782
-1.0823433094659074
-1.0841484830475927
-1.0857556101436046
-1.087209479291104
-1.0885155557006119
-1.0897145068176683
-1.090801042858021
-1.0918043351797209
-1.0927314464125966
-1.0935809125028324
-1.094364001739438
-1.09510341974912
-1.0957880054208384
-1.0964720243561903
-1.0971052554439487
-1.0976944101425579
-1.0982473645613038
-1.0987552875184836
-1.0990067602279276
-1.0997176896204452
-1.1001588089115597
-1.1005718566336615
-1.1009779420769115
-1.1013461762572354
-1.1017072599638622
-1.1020520056872005
-1.1023795254390938
-1.1026949514961006
-1.1029939741366737
-1.103276241701579
-1.1035497567901824
-1.1038062917498892
-1.1040596355371317
-1.1043063545434668
-1.1045418642061935
-1.1047645640756565
-1.1049701476488103
-1.1051832782236488
-1.105371895637739
-1.1055667351623337
-1.1057644392824078
-1.1059406331893535
-1.1061086230895576
-1.106274914058555
-1.1064362760591409
-1.1066056052640059
-1.1067558139691351
-1.1069052066098073
-1.1070404914032728
-1.1071832192489006
-1.1073191087391643
-1.107454242950273
-1.1075554821399214
-1.1076970218236875
-1.1078193003596704
-1.1079370302162845
-1.108045660520101
-1.1081582874909204
-1.108264121203518
-1.1083747623742133
-1.1084717727563909
-1.108572366140173
-1.108667766081066
-1.108767738508963
-1.1088613070858255
-1.1089484367705358
-1.1090367500847853
-1.1091190083419225
-1.1092069858899871
-1.109279485055737
-1.109366945030724
-1.109445228556399
-1.109513404840174
-1.109588435063
-1.109663444265598
-1.1097316172223026
-1.109807025043659
-1.109879096991927
-1.1099498660415836
-1.1100145884405863
-1.110074423940629
-1.1101403416651914
-1.1101887927979663
-1.1102591436899336
